chrom	group	window_start	window_end	window_mid	n_snps	pi	tajima_d
LinJ.01	AM11_0	30103	80102	55102.5	140	0.021054964539007088	-1.8909349682615697
LinJ.01	AM12_0	30103	80102	55102.5	140	0.325	-2.2508326146894158
LinJ.01	AM1_0	30103	80102	55102.5	140	0.04446640316205533	-2.131078445441426
LinJ.01	AM2_0	30103	80102	55102.5	140	0.05862977602108036	-1.9978052527232928
LinJ.01	AM2_4	30103	80102	55102.5	140	NA	NA
LinJ.01	AM3_0	30103	80102	55102.5	140	0.06458333333333333	-2.0111024288902946
LinJ.01	AM4_4	30103	80102	55102.5	140	0.20398351648351648	-1.1572471539745903
LinJ.01	AM5_0	30103	80102	55102.5	140	0.09545454545454546	-2.203208971468745
LinJ.01	AM6_0	30103	80102	55102.5	140	0.027402402402402402	NA
LinJ.01	AM7_0	30103	80102	55102.5	140	0.04083333333333334	-1.83489738189415
LinJ.01	AM8_4	30103	80102	55102.5	140	0.021054964539007088	-2.4178518517894583
LinJ.01	AM9_0	30103	80102	55102.5	140	0.051315789473684204	-2.1846181556619366
LinJ.01	AM10_0	35103	85102	60102.5	130	0.06870967741935484	-1.9628069047021415
LinJ.01	AM11_0	35103	85102	60102.5	130	0.021054964539007088	-1.8909349682615697
LinJ.01	AM12_0	35103	85102	60102.5	130	0.33	-2.1074517170568874
LinJ.01	AM1_0	35103	85102	60102.5	130	0.04446640316205533	-1.8648322055409285
LinJ.01	AM2_0	35103	85102	60102.5	130	0.05862977602108036	-1.9978052527232928
LinJ.01	AM2_4	35103	85102	60102.5	130	NA	NA
LinJ.01	AM3_0	35103	85102	60102.5	130	0.06458333333333333	-2.0111024288902946
LinJ.01	AM4_4	35103	85102	60102.5	130	0.20398351648351648	-1.1572471539745903
LinJ.01	AM5_0	35103	85102	60102.5	130	0.09545454545454546	-2.203208971468745
LinJ.01	AM6_0	35103	85102	60102.5	130	NA	NA
LinJ.01	AM7_0	35103	85102	60102.5	130	0.04083333333333334	-1.83489738189415
LinJ.01	AM8_4	35103	85102	60102.5	130	0.021054964539007088	-2.4178518517894583
LinJ.01	AM9_0	35103	85102	60102.5	130	0.051315789473684204	-2.1846181556619366
LinJ.01	AM10_0	40103	90102	65102.5	122	0.06272401433691757	-2.121388437413929
LinJ.01	AM11_0	40103	90102	65102.5	122	0.021054964539007088	-1.8909349682615697
LinJ.01	AM12_0	40103	90102	65102.5	122	0.33	-2.1074517170568874
LinJ.01	AM1_0	40103	90102	65102.5	122	0.04446640316205533	NA
LinJ.01	AM2_0	40103	90102	65102.5	122	0.06571146245059288	-1.6898981416769225
LinJ.01	AM2_4	40103	90102	65102.5	122	NA	NA
LinJ.01	AM3_0	40103	90102	65102.5	122	0.06458333333333333	-2.0111024288902946
LinJ.01	AM4_4	40103	90102	65102.5	122	0.20398351648351648	-1.1572471539745903
LinJ.01	AM5_0	40103	90102	65102.5	122	NA	NA
LinJ.01	AM6_0	40103	90102	65102.5	122	NA	NA
LinJ.01	AM7_0	40103	90102	65102.5	122	0.04083333333333334	-1.83489738189415
LinJ.01	AM8_4	40103	90102	65102.5	122	0.021054964539007088	-2.49319679248325
LinJ.01	AM9_0	40103	90102	65102.5	122	0.051315789473684204	-2.1846181556619366
LinJ.01	AM10_0	45103	95102	70102.5	116	0.07029569892473118	-2.168219202237524
LinJ.01	AM11_0	45103	95102	70102.5	116	0.031249999999999997	-1.9718733134099908
LinJ.01	AM12_0	45103	95102	70102.5	116	0.29500000000000004	-2.599190451036828
LinJ.01	AM1_0	45103	95102	70102.5	116	0.08498023715415019	-1.7498551267360676
LinJ.01	AM2_0	45103	95102	70102.5	116	0.08695652173913043	NA
LinJ.01	AM2_4	45103	95102	70102.5	116	NA	NA
LinJ.01	AM3_0	45103	95102	70102.5	116	0.28125	NA
LinJ.01	AM4_4	45103	95102	70102.5	116	0.2043956043956044	-1.2117655687992637
LinJ.01	AM5_0	45103	95102	70102.5	116	NA	NA
LinJ.01	AM6_0	45103	95102	70102.5	116	0.027402402402402402	NA
LinJ.01	AM7_0	45103	95102	70102.5	116	0.04083333333333334	NA
LinJ.01	AM8_4	45103	95102	70102.5	116	0.024762250161186328	-2.6107621584879035
LinJ.01	AM9_0	45103	95102	70102.5	116	0.07026315789473683	-2.2970953917386168
LinJ.01	AM10_0	50103	100102	75102.5	103	0.07565284178187405	-2.045621988188929
LinJ.01	AM11_0	50103	100102	75102.5	103	0.029210992907801415	-2.1275101188691665
LinJ.01	AM12_0	50103	100102	75102.5	103	0.29500000000000004	-2.599190451036828
LinJ.01	AM1_0	50103	100102	75102.5	103	0.07485177865612647	-2.004856843783452
LinJ.01	AM2_0	50103	100102	75102.5	103	0.08695652173913043	NA
LinJ.01	AM2_4	50103	100102	75102.5	103	NA	NA
LinJ.01	AM3_0	50103	100102	75102.5	103	0.28125	NA
LinJ.01	AM4_4	50103	100102	75102.5	103	0.1813186813186813	-1.2960922028339643
LinJ.01	AM5_0	50103	100102	75102.5	103	NA	NA
LinJ.01	AM6_0	50103	100102	75102.5	103	0.027402402402402402	NA
LinJ.01	AM7_0	50103	100102	75102.5	103	0.04083333333333334	NA
LinJ.01	AM8_4	50103	100102	75102.5	103	0.024762250161186328	-2.6107621584879035
LinJ.01	AM9_0	50103	100102	75102.5	103	0.075	-2.1246382549886547
LinJ.01	AM10_0	55103	105102	80102.5	101	0.07750896057347671	-1.9541904685610216
LinJ.01	AM11_0	55103	105102	80102.5	101	0.029210992907801415	-2.1275101188691665
LinJ.01	AM12_0	55103	105102	80102.5	101	0.3125	-2.2901417940679862
LinJ.01	AM1_0	55103	105102	80102.5	101	0.08498023715415019	-1.7498551267360676
LinJ.01	AM2_0	55103	105102	80102.5	101	0.08695652173913043	NA
LinJ.01	AM2_4	55103	105102	80102.5	101	NA	NA
LinJ.01	AM3_0	55103	105102	80102.5	101	0.17291666666666666	-1.0909767257072052
LinJ.01	AM4_4	55103	105102	80102.5	101	0.1813186813186813	-1.2960922028339643
LinJ.01	AM5_0	55103	105102	80102.5	101	NA	NA
LinJ.01	AM6_0	55103	105102	80102.5	101	0.027402402402402402	NA
LinJ.01	AM7_0	55103	105102	80102.5	101	0.04083333333333334	NA
LinJ.01	AM8_4	55103	105102	80102.5	101	0.024762250161186328	-2.6107621584879035
LinJ.01	AM9_0	55103	105102	80102.5	101	0.075	-2.1246382549886547
LinJ.01	AM10_0	60103	110102	85102.5	90	0.0528673835125448	-2.2328537499825347
LinJ.01	AM11_0	60103	110102	85102.5	90	0.029210992907801415	-2.1275101188691665
LinJ.01	AM12_0	60103	110102	85102.5	90	0.3125	-2.2901417940679862
LinJ.01	AM1_0	60103	110102	85102.5	90	0.08498023715415019	-1.7498551267360676
LinJ.01	AM2_0	60103	110102	85102.5	90	0.08695652173913043	NA
LinJ.01	AM2_4	60103	110102	85102.5	90	NA	NA
LinJ.01	AM3_0	60103	110102	85102.5	90	0.17291666666666666	-1.0909767257072052
LinJ.01	AM4_4	60103	110102	85102.5	90	0.1401098901098901	-1.504451846880672
LinJ.01	AM5_0	60103	110102	85102.5	90	0.09545454545454546	-2.203208971468745
LinJ.01	AM6_0	60103	110102	85102.5	90	0.027402402402402402	NA
LinJ.01	AM7_0	60103	110102	85102.5	90	0.04083333333333334	-1.83489738189415
LinJ.01	AM8_4	60103	110102	85102.5	90	0.027328832515002722	-2.6532429453704904
LinJ.01	AM9_0	60103	110102	85102.5	90	0.07026315789473683	-2.2970953917386168
LinJ.01	AM10_0	65103	115102	90102.5	86	0.05	-2.346067196751763
LinJ.01	AM11_0	65103	115102	90102.5	86	0.029210992907801415	-2.1275101188691665
LinJ.01	AM12_0	65103	115102	90102.5	86	0.3125	-2.2901417940679862
LinJ.01	AM1_0	65103	115102	90102.5	86	0.08498023715415019	-1.7498551267360676
LinJ.01	AM2_0	65103	115102	90102.5	86	0.08695652173913043	NA
LinJ.01	AM2_4	65103	115102	90102.5	86	NA	NA
LinJ.01	AM3_0	65103	115102	90102.5	86	0.17291666666666666	-1.0909767257072052
LinJ.01	AM4_4	65103	115102	90102.5	86	0.1401098901098901	-1.504451846880672
LinJ.01	AM5_0	65103	115102	90102.5	86	0.09545454545454546	-2.203208971468745
LinJ.01	AM6_0	65103	115102	90102.5	86	0.027402402402402402	-1.7078103043413684
LinJ.01	AM7_0	65103	115102	90102.5	86	0.04083333333333334	-1.83489738189415
LinJ.01	AM8_4	65103	115102	90102.5	86	0.027851654846335692	-2.6107265358559446
LinJ.01	AM9_0	65103	115102	90102.5	86	0.075	-2.1246382549886547
LinJ.01	AM10_0	70103	120102	95102.5	85	0.05	-2.346067196751763
LinJ.01	AM11_0	70103	120102	95102.5	85	0.027851654846335692	-2.249824718830499
LinJ.01	AM12_0	70103	120102	95102.5	85	0.37	-1.545464592508384
LinJ.01	AM1_0	70103	120102	95102.5	85	0.08498023715415019	-1.7498551267360676
LinJ.01	AM2_0	70103	120102	95102.5	85	0.08695652173913043	NA
LinJ.01	AM2_4	70103	120102	95102.5	85	NA	NA
LinJ.01	AM3_0	70103	120102	95102.5	85	0.13680555555555554	-1.5829787736360037
LinJ.01	AM4_4	70103	120102	95102.5	85	0.20604395604395603	NA
LinJ.01	AM5_0	70103	120102	95102.5	85	0.09545454545454546	-2.203208971468745
LinJ.01	AM6_0	70103	120102	95102.5	85	0.027402402402402402	-1.7078103043413684
LinJ.01	AM7_0	70103	120102	95102.5	85	0.04083333333333334	NA
LinJ.01	AM8_4	70103	120102	95102.5	85	0.027328832515002722	-2.6532429453704904
LinJ.01	AM9_0	70103	120102	95102.5	85	0.075	-2.1246382549886547
LinJ.01	AM10_0	75103	125102	100102.5	86	0.05	-2.346067196751763
LinJ.01	AM11_0	75103	125102	100102.5	86	0.031249999999999997	-1.9718733134099908
LinJ.01	AM12_0	75103	125102	100102.5	86	0.3625	-1.6065173779282889
LinJ.01	AM1_0	75103	125102	100102.5	86	0.07485177865612647	-2.004856843783452
LinJ.01	AM2_0	75103	125102	100102.5	86	0.08695652173913043	NA
LinJ.01	AM2_4	75103	125102	100102.5	86	NA	NA
LinJ.01	AM3_0	75103	125102	100102.5	86	0.13680555555555554	-1.5829787736360037
LinJ.01	AM4_4	75103	125102	100102.5	86	0.2348901098901099	-0.6865649490614671
LinJ.01	AM5_0	75103	125102	100102.5	86	0.09545454545454546	-2.6378926559055405
LinJ.01	AM6_0	75103	125102	100102.5	86	0.027402402402402402	-1.7078103043413684
LinJ.01	AM7_0	75103	125102	100102.5	86	0.04083333333333334	NA
LinJ.01	AM8_4	75103	125102	100102.5	86	0.027851654846335692	-2.6107265358559446
LinJ.01	AM9_0	75103	125102	100102.5	86	0.075	-2.1246382549886547
LinJ.01	AM10_0	80103	130102	105102.5	90	0.08086021505376344	-2.128578631866521
LinJ.01	AM11_0	80103	130102	105102.5	90	0.08048906619385342	-1.6501345964107554
LinJ.01	AM12_0	80103	130102	105102.5	90	0.41	-0.9834774679598813
LinJ.01	AM1_0	80103	130102	105102.5	90	0.08617228182445573	-2.08692623985542
LinJ.01	AM2_0	80103	130102	105102.5	90	0.06571146245059288	-1.6898981416769225
LinJ.01	AM2_4	80103	130102	105102.5	90	0.15942028985507245	NA
LinJ.01	AM3_0	80103	130102	105102.5	90	0.1609375	-1.4578034380176597
LinJ.01	AM4_4	80103	130102	105102.5	90	0.17948717948717946	-1.5407436610797993
LinJ.01	AM5_0	80103	130102	105102.5	90	0.09545454545454546	-2.6378926559055405
LinJ.01	AM6_0	80103	130102	105102.5	90	0.08433433433433432	-1.4406957318797888
LinJ.01	AM7_0	80103	130102	105102.5	90	0.07916666666666666	-1.5208897973458935
LinJ.01	AM8_4	80103	130102	105102.5	90	0.03572292069632495	-2.4680876288258036
LinJ.01	AM9_0	80103	130102	105102.5	90	0.12736842105263158	-1.6771887943249308
LinJ.01	AM10_0	85103	135102	110102.5	96	0.08620071684587814	-2.0224613159948612
LinJ.01	AM11_0	85103	135102	110102.5	96	0.08048906619385342	-1.6501345964107554
LinJ.01	AM12_0	85103	135102	110102.5	96	0.37916666666666665	-1.4438527971224953
LinJ.01	AM1_0	85103	135102	110102.5	96	0.08021429915839853	-2.2254236959570286
LinJ.01	AM2_0	85103	135102	110102.5	96	0.06571146245059288	-1.6898981416769225
LinJ.01	AM2_4	85103	135102	110102.5	96	0.15942028985507245	NA
LinJ.01	AM3_0	85103	135102	110102.5	96	0.1609375	-1.4578034380176597
LinJ.01	AM4_4	85103	135102	110102.5	96	0.17948717948717946	-1.5407436610797993
LinJ.01	AM5_0	85103	135102	110102.5	96	0.09545454545454546	-2.7602676747661774
LinJ.01	AM6_0	85103	135102	110102.5	96	0.08433433433433432	-1.4406957318797888
LinJ.01	AM7_0	85103	135102	110102.5	96	0.07916666666666666	-1.5208897973458935
LinJ.01	AM8_4	85103	135102	110102.5	96	0.03450059101654846	-2.5228248436721468
LinJ.01	AM9_0	85103	135102	110102.5	96	0.12736842105263158	-1.6771887943249308
LinJ.01	AM10_0	90103	140102	115102.5	103	0.09287634408602151	-1.8962475725165806
LinJ.01	AM11_0	90103	140102	115102.5	103	0.07199848024316109	-1.8148670472821045
LinJ.01	AM12_0	90103	140102	115102.5	103	0.375	-1.4752162019398214
LinJ.01	AM1_0	90103	140102	115102.5	103	0.07574581215885563	-2.337220513552062
LinJ.01	AM2_0	90103	140102	115102.5	103	0.06571146245059288	-1.6898981416769225
LinJ.01	AM2_4	90103	140102	115102.5	103	0.15942028985507245	NA
LinJ.01	AM3_0	90103	140102	115102.5	103	0.1609375	-1.4578034380176597
LinJ.01	AM4_4	90103	140102	115102.5	103	0.17948717948717946	-1.5407436610797993
LinJ.01	AM5_0	90103	140102	115102.5	103	0.09545454545454546	-2.7602676747661774
LinJ.01	AM6_0	90103	140102	115102.5	103	0.07010135135135134	-1.7209274954173661
LinJ.01	AM7_0	90103	140102	115102.5	103	0.07916666666666666	-1.5208897973458935
LinJ.01	AM8_4	90103	140102	115102.5	103	0.03450059101654846	-2.5228248436721468
LinJ.01	AM9_0	90103	140102	115102.5	103	0.12736842105263158	-1.6771887943249308
LinJ.01	AM10_0	95103	145102	120102.5	104	0.08425499231950845	-1.9448738942995953
LinJ.01	AM11_0	95103	145102	120102.5	104	0.07369237588652482	-1.7275682683582874
LinJ.01	AM12_0	95103	145102	120102.5	104	0.4125	-0.9228929617885916
LinJ.01	AM1_0	95103	145102	120102.5	104	0.0689212443870829	-2.357191133647036
LinJ.01	AM2_0	95103	145102	120102.5	104	0.04446640316205533	NA
LinJ.01	AM2_4	95103	145102	120102.5	104	0.15942028985507245	NA
LinJ.01	AM3_0	95103	145102	120102.5	104	0.09833333333333333	-2.220211547581227
LinJ.01	AM4_4	95103	145102	120102.5	104	0.17417582417582417	-1.5444970582917643
LinJ.01	AM5_0	95103	145102	120102.5	104	0.09545454545454546	-2.7602676747661774
LinJ.01	AM6_0	95103	145102	120102.5	104	0.08433433433433432	-1.4406957318797888
LinJ.01	AM7_0	95103	145102	120102.5	104	0.07916666666666666	-1.5208897973458935
LinJ.01	AM8_4	95103	145102	120102.5	104	0.03445133963750985	-2.3892442802035756
LinJ.01	AM9_0	95103	145102	120102.5	104	0.14649122807017542	-1.282781053095799
LinJ.01	AM10_0	100103	150102	125102.5	104	0.07782258064516129	-2.0775619923305433
LinJ.01	AM11_0	100103	150102	125102.5	104	0.06617274569402229	-1.8838224257963079
LinJ.01	AM12_0	100103	150102	125102.5	104	0.4125	-0.9228929617885916
LinJ.01	AM1_0	100103	150102	125102.5	104	0.0689212443870829	-2.357191133647036
LinJ.01	AM2_0	100103	150102	125102.5	104	0.04446640316205533	-1.8648322055409285
LinJ.01	AM2_4	100103	150102	125102.5	104	0.15942028985507245	NA
LinJ.01	AM3_0	100103	150102	125102.5	104	0.10277777777777777	-2.2555815490752438
LinJ.01	AM4_4	100103	150102	125102.5	104	0.1575091575091575	-1.7916420220278875
LinJ.01	AM5_0	100103	150102	125102.5	104	0.09545454545454546	-2.7602676747661774
LinJ.01	AM6_0	100103	150102	125102.5	104	0.07676426426426426	-1.6532571781698038
LinJ.01	AM7_0	100103	150102	125102.5	104	0.06638888888888889	-1.8609354341931297
LinJ.01	AM8_4	100103	150102	125102.5	104	0.03612588652482269	-2.3092534181858277
LinJ.01	AM9_0	100103	150102	125102.5	104	0.13486842105263158	-1.5097642939719211
LinJ.01	AM10_0	105103	155102	130102.5	105	0.11129032258064517	-1.7132672665918764
LinJ.01	AM11_0	105103	155102	130102.5	105	0.06617274569402229	-1.8838224257963079
LinJ.01	AM12_0	105103	155102	130102.5	105	0.41	-0.9834774679598813
LinJ.01	AM1_0	105103	155102	130102.5	105	0.0689212443870829	-2.357191133647036
LinJ.01	AM2_0	105103	155102	130102.5	105	0.04446640316205533	-1.8648322055409285
LinJ.01	AM2_4	105103	155102	130102.5	105	0.15942028985507245	NA
LinJ.01	AM3_0	105103	155102	130102.5	105	0.11041666666666666	-2.088077086951639
LinJ.01	AM4_4	105103	155102	130102.5	105	0.1575091575091575	-1.7916420220278875
LinJ.01	AM5_0	105103	155102	130102.5	105	0.09545454545454546	-2.7602676747661774
LinJ.01	AM6_0	105103	155102	130102.5	105	0.07676426426426426	-1.6532571781698038
LinJ.01	AM7_0	105103	155102	130102.5	105	0.06638888888888889	-1.8609354341931297
LinJ.01	AM8_4	105103	155102	130102.5	105	0.036741528762805356	-2.3605775735669066
LinJ.01	AM9_0	105103	155102	130102.5	105	0.1181578947368421	-1.7771737293916543
LinJ.01	AM10_0	110103	160102	135102.5	104	0.13129032258064519	-1.4951041952988888
LinJ.01	AM11_0	110103	160102	135102.5	104	0.05614657210401891	-2.1176811775486777
LinJ.01	AM12_0	110103	160102	135102.5	104	0.41	-0.9834774679598813
LinJ.01	AM1_0	110103	160102	135102.5	104	0.07117565405608883	-2.3919419344925648
LinJ.01	AM2_0	110103	160102	135102.5	104	0.05862977602108036	-1.9978052527232928
LinJ.01	AM2_4	110103	160102	135102.5	104	0.15942028985507245	NA
LinJ.01	AM3_0	110103	160102	135102.5	104	0.11041666666666666	-2.088077086951639
LinJ.01	AM4_4	110103	160102	135102.5	104	0.1575091575091575	-1.7916420220278875
LinJ.01	AM5_0	110103	160102	135102.5	104	0.20795454545454548	-1.4313559071714168
LinJ.01	AM6_0	110103	160102	135102.5	104	0.06475225225225224	-1.981354308373826
LinJ.01	AM7_0	110103	160102	135102.5	104	0.07916666666666666	-1.5208897973458935
LinJ.01	AM8_4	110103	160102	135102.5	104	0.037788120567375884	-2.136620057124597
LinJ.01	AM9_0	110103	160102	135102.5	104	0.13486842105263158	-1.5097642939719211
LinJ.01	AM10_0	115103	165102	140102.5	105	0.1422341696535245	-1.331927938994862
LinJ.01	AM11_0	115103	165102	140102.5	105	0.04976627981947131	-2.2852858876962383
LinJ.01	AM12_0	115103	165102	140102.5	105	0.41	-0.9834774679598813
LinJ.01	AM1_0	115103	165102	140102.5	105	0.06820795951230733	-2.479185555317676
LinJ.01	AM2_0	115103	165102	140102.5	105	0.05862977602108036	-1.9978052527232928
LinJ.01	AM2_4	115103	165102	140102.5	105	0.15942028985507245	NA
LinJ.01	AM3_0	115103	165102	140102.5	105	0.11041666666666666	-2.088077086951639
LinJ.01	AM4_4	115103	165102	140102.5	105	0.1575091575091575	-1.7916420220278875
LinJ.01	AM5_0	115103	165102	140102.5	105	0.20795454545454548	-1.4313559071714168
LinJ.01	AM6_0	115103	165102	140102.5	105	0.07222222222222222	-1.8098382002387623
LinJ.01	AM7_0	115103	165102	140102.5	105	0.07916666666666666	-1.5208897973458935
LinJ.01	AM8_4	115103	165102	140102.5	105	0.03360483156028368	-2.3400233576363156
LinJ.01	AM9_0	115103	165102	140102.5	105	0.13486842105263158	-1.5097642939719211
LinJ.01	AM10_0	120103	170102	145102.5	104	0.14166666666666666	-1.4064917605546914
LinJ.01	AM11_0	120103	170102	145102.5	104	0.07382166075650118	-2.002984002951854
LinJ.01	AM12_0	120103	170102	145102.5	104	0.335	-2.0372033264883247
LinJ.01	AM1_0	120103	170102	145102.5	104	0.07494054035556011	-2.475631099773948
LinJ.01	AM2_0	120103	170102	145102.5	104	0.05862977602108036	-1.9978052527232928
LinJ.01	AM2_4	120103	170102	145102.5	104	0.12137681159420288	-1.2022892024662681
LinJ.01	AM3_0	120103	170102	145102.5	104	0.13090277777777778	-1.9361347811947365
LinJ.01	AM4_4	120103	170102	145102.5	104	0.1381639194139194	-2.1140348769627684
LinJ.01	AM5_0	120103	170102	145102.5	104	0.18956228956228957	-1.760792453862607
LinJ.01	AM6_0	120103	170102	145102.5	104	0.10805448305448305	-1.5457435254638006
LinJ.01	AM7_0	120103	170102	145102.5	104	0.10645833333333334	-1.6159307670965986
LinJ.01	AM8_4	120103	170102	145102.5	104	0.056205673758865246	-2.1621970547278138
LinJ.01	AM9_0	120103	170102	145102.5	104	0.16271929824561404	-1.347126298060142
