group	window_start	window_end	window_mid	n_snps	pi	tajima_d
AM11_0	20031	70030	45030.5	480	5.918619654952601e-5	1.8725769115800102
AM12_0	20031	70030	45030.5	480	8.938095238095238e-5	-0.44399652527600003
AM1_0	20031	70030	45030.5	480	5.692857254350482e-5	1.2123225328840368
AM2_0	20031	70030	45030.5	480	5.952712156958871e-6	-1.1881782002230585
AM2_4	20031	70030	45030.5	480	2.5e-6	NA
AM3_0	20031	70030	45030.5	480	6.873078961711501e-5	0.5048054054161115
AM4_4	20031	70030	45030.5	480	6.007926825272363e-5	1.0045595955594226
AM5_0	20031	70030	45030.5	480	3.2143882433356116e-5	-0.25189916006279156
AM6_0	20031	70030	45030.5	480	5.609504329481386e-5	0.2440551739336137
AM7_0	20031	70030	45030.5	480	4.941674058001552e-5	-1.4275225560640972
AM8_4	20031	70030	45030.5	480	5.6958686133792326e-5	-0.6750145526633118
AM9_0	20031	70030	45030.5	480	7.063384524362666e-5	1.6198069778838131
AM10_0	25031	75030	50030.5	513	5.850732365654065e-5	0.6871522762479055
AM11_0	25031	75030	50030.5	513	5.134442439762727e-5	1.6951259890623462
AM12_0	25031	75030	50030.5	513	1.0506349206349206e-4	-0.32952113860338256
AM1_0	25031	75030	50030.5	513	5.0307882888332414e-5	1.2123225328840368
AM2_0	25031	75030	50030.5	513	5.952712156958871e-6	-1.1881782002230585
AM2_4	25031	75030	50030.5	513	1.25e-6	NA
AM3_0	25031	75030	50030.5	513	6.071146594561742e-5	0.5048054054161115
AM4_4	25031	75030	50030.5	513	5.1031649205104585e-5	0.6853693938071157
AM5_0	25031	75030	50030.5	513	3.500102529049897e-5	-0.25189916006279156
AM6_0	25031	75030	50030.5	513	4.958656871854267e-5	0.1064096610505951
AM7_0	25031	75030	50030.5	513	4.255787054978999e-5	-1.27744300540866
AM8_4	25031	75030	50030.5	513	4.984515396680316e-5	-0.8556272045272372
AM9_0	25031	75030	50030.5	513	6.23712189810004e-5	1.6649399862829677
AM10_0	30031	80030	55030.5	526	5.850732365654065e-5	0.6871522762479055
AM11_0	30031	80030	55030.5	526	5.050352616542469e-5	1.6025281525050443
AM12_0	30031	80030	55030.5	526	1.0506349206349206e-4	-0.32952113860338256
AM1_0	30031	80030	55030.5	526	5.0307882888332414e-5	1.2123225328840368
AM2_0	30031	80030	55030.5	526	5.952712156958871e-6	-1.1881782002230585
AM2_4	30031	80030	55030.5	526	1.25e-6	NA
AM3_0	30031	80030	55030.5	526	6.31308207843271e-5	0.20018932772680018
AM4_4	30031	80030	55030.5	526	5.264781082126619e-5	0.5756108862727863
AM5_0	30031	80030	55030.5	526	2.542207792207792e-5	-0.9524798951628862
AM6_0	30031	80030	55030.5	526	4.958656871854267e-5	0.1064096610505951
AM7_0	30031	80030	55030.5	526	4.255787054978999e-5	-1.27744300540866
AM8_4	30031	80030	55030.5	526	5.073580216076655e-5	-1.0568077026295106
AM9_0	30031	80030	55030.5	526	5.275583436561578e-5	1.3289083312754322
AM10_0	35031	85030	60030.5	495	5.6731425136456085e-5	0.6871522762479055
AM11_0	35031	85030	60030.5	495	5.808594374784227e-5	1.7660554058059112
AM12_0	35031	85030	60030.5	495	1.2017460317460318e-4	-0.4935754730880544
AM1_0	35031	85030	60030.5	495	5.2256600837050356e-5	0.6671051965092467
AM2_0	35031	85030	60030.5	495	5.083146939567567e-6	-0.8040593235013571
AM2_4	35031	85030	60030.5	495	1.25e-6	NA
AM3_0	35031	85030	60030.5	495	6.390111256151543e-5	0.272805956243291
AM4_4	35031	85030	60030.5	495	5.042558859904397e-5	0.5756108862727863
AM5_0	35031	85030	60030.5	495	2.542207792207792e-5	-0.9524798951628862
AM6_0	35031	85030	60030.5	495	5.758867803875625e-5	0.463608754578775
AM7_0	35031	85030	60030.5	495	4.22366952711679e-5	-1.0403380964349553
AM8_4	35031	85030	60030.5	495	4.951778055396689e-5	-0.9943204898752356
AM9_0	35031	85030	60030.5	495	5.0142807545692414e-5	0.7444668987382461
AM10_0	40031	90030	65030.5	495	5.877978929008339e-5	0.6871522762479055
AM11_0	40031	90030	65030.5	495	5.808594374784227e-5	1.7660554058059112
AM12_0	40031	90030	65030.5	495	1.1795238095238095e-4	-0.5710903443820606
AM1_0	40031	90030	65030.5	495	5.2256600837050356e-5	0.6671051965092467
AM2_0	40031	90030	65030.5	495	5.083146939567567e-6	-0.8040593235013571
AM2_4	40031	90030	65030.5	495	2.8812056737588655e-6	NA
AM3_0	40031	90030	65030.5	495	6.390111256151543e-5	0.272805956243291
AM4_4	40031	90030	65030.5	495	5.042558859904397e-5	0.5756108862727863
AM5_0	40031	90030	65030.5	495	2.542207792207792e-5	-0.9524798951628862
AM6_0	40031	90030	65030.5	495	6.278122462260718e-5	0.7774970653220773
AM7_0	40031	90030	65030.5	495	4.575276015866136e-5	-1.249888041476431
AM8_4	40031	90030	65030.5	495	4.858553123147367e-5	-0.7773463225041454
AM9_0	40031	90030	65030.5	495	5.0142807545692414e-5	0.7444668987382461
AM10_0	45031	95030	70030.5	523	5.9956259878318694e-5	0.6871522762479055
AM11_0	45031	95030	70030.5	523	5.9440922102820634e-5	1.7660554058059112
AM12_0	45031	95030	70030.5	523	1.1084126984126986e-4	-0.6021629917949335
AM1_0	45031	95030	70030.5	523	5.453023363699895e-5	0.19035290676104644
AM2_0	45031	95030	70030.5	523	6.62904065937433e-6	-0.49472017437113736
AM2_4	45031	95030	70030.5	523	2.8812056737588655e-6	NA
AM3_0	45031	95030	70030.5	523	6.590111256151542e-5	0.272805956243291
AM4_4	45031	95030	70030.5	523	6.199200388310632e-5	0.4172825606253663
AM5_0	45031	95030	70030.5	523	2.0755411255411253e-5	-0.9524798951628862
AM6_0	45031	95030	70030.5	523	6.278122462260718e-5	0.7774970653220773
AM7_0	45031	95030	70030.5	523	4.41215544849025e-5	-1.1450823313481149
AM8_4	45031	95030	70030.5	523	5.028899103028306e-5	-0.7764047363583156
AM9_0	45031	95030	70030.5	523	5.0142807545692414e-5	0.7444668987382461
AM10_0	50031	100030	75030.5	544	5.7861021783080596e-5	1.0666605031678709
AM11_0	50031	100030	75030.5	544	5.9103772989776544e-5	0.9850446406719625
AM12_0	50031	100030	75030.5	544	8.906349206349207e-5	-0.7376103318759397
AM1_0	50031	100030	75030.5	544	5.2308011414776725e-5	0.19035290676104644
AM2_0	50031	100030	75030.5	544	1.0011704507154457e-5	-0.5617849112809712
AM2_4	50031	100030	75030.5	544	2.8812056737588655e-6	NA
AM3_0	50031	100030	75030.5	544	6.0649738248671845e-5	0.04205170136050229
AM4_4	50031	100030	75030.5	544	5.671727860838105e-5	0.4172825606253663
AM5_0	50031	100030	75030.5	544	2.0755411255411253e-5	-0.9524798951628862
AM6_0	50031	100030	75030.5	544	5.9398560774827056e-5	0.7774970653220773
AM7_0	50031	100030	75030.5	544	4.2073190331275184e-5	-1.1450823313481149
AM8_4	50031	100030	75030.5	544	4.724173508882717e-5	-0.8923959333308035
AM9_0	50031	100030	75030.5	544	4.477438649306083e-5	0.7444668987382461
AM10_0	55031	105030	80030.5	579	5.8813402735461544e-5	1.0666605031678709
AM11_0	55031	105030	80030.5	579	5.9529304904670155e-5	0.6521613780527449
AM12_0	55031	105030	80030.5	579	8.906349206349207e-5	-0.7376103318759397
AM1_0	55031	105030	80030.5	579	5.151661923208019e-5	0.10455365997919674
AM2_0	55031	105030	80030.5	579	1.5474008916827286e-5	-0.3464786264163657
AM2_4	55031	105030	80030.5	579	2.8812056737588655e-6	NA
AM3_0	55031	105030	80030.5	579	6.48958920948257e-5	-0.016397577816237185
AM4_4	55031	105030	80030.5	579	5.814585003695247e-5	0.060201904338432435
AM5_0	55031	105030	80030.5	579	2.0755411255411253e-5	-0.9524798951628862
AM6_0	55031	105030	80030.5	579	5.74063845940099e-5	1.0679028669997916
AM7_0	55031	105030	80030.5	579	4.2073190331275184e-5	-1.1450823313481149
AM8_4	55031	105030	80030.5	579	4.940931365796106e-5	-1.0693449214672062
AM9_0	55031	105030	80030.5	579	4.755216427083861e-5	0.3109381583395714
AM10_0	60031	110030	85030.5	568	1.0002243738027896e-5	-1.307097490021576
AM11_0	60031	110030	85030.5	568	1.4562402789208033e-5	-1.1983885082867125
AM12_0	60031	110030	85030.5	568	8.817460317460319e-5	-0.4998184581573071
AM1_0	60031	110030	85030.5	568	8.560013086328875e-6	-1.5033463969971932
AM2_0	60031	110030	85030.5	568	1.717449200861473e-5	-0.6048402686979146
AM2_4	60031	110030	85030.5	568	1.6312056737588652e-6	NA
AM3_0	60031	110030	85030.5	568	1.84724237757052e-5	-0.9034401974755284
AM4_4	60031	110030	85030.5	568	1.8074351791998852e-5	-0.7261825167069967
AM5_0	60031	110030	85030.5	568	7.792207792207793e-6	NA
AM6_0	60031	110030	85030.5	568	1.7571283791767055e-5	0.14795271294209117
AM7_0	60031	110030	85030.5	568	8.572921797356521e-6	-1.4928169038302141
AM8_4	60031	110030	85030.5	568	8.79318758173675e-6	-2.372533836384249
AM9_0	60031	110030	85030.5	568	3.888888888888889e-6	-1.4419994580818778
AM10_0	65031	115030	90030.5	570	4.822376984566138e-6	NA
AM11_0	65031	115030	90030.5	570	2.3084202922499274e-5	-0.5402566307501061
AM12_0	65031	115030	90030.5	570	1.0673015873015874e-4	-0.5205681792892218
AM1_0	65031	115030	90030.5	570	1.5560013086328875e-5	-0.6719885087198026
AM2_0	65031	115030	90030.5	570	2.4447219281342e-5	-0.27097725870902406
AM2_4	65031	115030	90030.5	570	1.6312056737588652e-6	NA
AM3_0	65031	115030	90030.5	570	2.8810885314166737e-5	-0.2815098656907478
AM4_4	65031	115030	90030.5	570	1.8074351791998852e-5	-0.7261825167069967
AM5_0	65031	115030	90030.5	570	9.090909090909091e-6	NA
AM6_0	65031	115030	90030.5	570	2.6745028965512225e-5	0.7288474880385447
AM7_0	65031	115030	90030.5	570	1.5887207511642237e-5	-0.6988583017473625
AM8_4	65031	115030	90030.5	570	9.694909972820842e-6	-2.4377324454577076
AM9_0	65031	115030	90030.5	570	1.1854749486328433e-5	-0.6054241820223545
AM10_0	70031	120030	95030.5	571	6.630943880388455e-6	NA
AM11_0	70031	120030	95030.5	571	2.7002024231624936e-5	-0.48723967976383425
AM12_0	70031	120030	95030.5	571	8.76825396825397e-5	-0.7975909318993415
AM1_0	70031	120030	95030.5	571	1.5560013086328875e-5	-0.6719885087198026
AM2_0	70031	120030	95030.5	571	2.4447219281342e-5	-0.27097725870902406
AM2_4	70031	120030	95030.5	571	1.6312056737588652e-6	NA
AM3_0	70031	120030	95030.5	571	2.5302820798037708e-5	-0.16516236227607436
AM4_4	70031	120030	95030.5	571	1.8074351791998852e-5	-0.7261825167069967
AM5_0	70031	120030	95030.5	571	1.7933014354066983e-5	0.8471737186171768
AM6_0	70031	120030	95030.5	571	3.171179906096118e-5	0.7128030992964115
AM7_0	70031	120030	95030.5	571	1.5887207511642237e-5	-0.6988583017473625
AM8_4	70031	120030	95030.5	571	9.694909972820842e-6	-2.4377324454577076
AM9_0	70031	120030	95030.5	571	1.1854749486328433e-5	-0.6054241820223545
AM10_0	75031	125030	100030.5	547	8.69587894532352e-6	-0.796576998647452
AM11_0	75031	125030	100030.5	547	2.7002024231624936e-5	-0.48723967976383425
AM12_0	75031	125030	100030.5	547	6.800000000000001e-5	-0.8963825456627461
AM1_0	75031	125030	100030.5	547	1.5560013086328875e-5	-0.6719885087198026
AM2_0	75031	125030	100030.5	547	2.7693596092936205e-5	-0.3513784469119474
AM2_4	75031	125030	100030.5	547	1.6312056737588652e-6	NA
AM3_0	75031	125030	100030.5	547	2.663615413137104e-5	-0.48652522623469574
AM4_4	75031	125030	100030.5	547	1.8074351791998852e-5	-0.7261825167069967
AM5_0	75031	125030	100030.5	547	1.5075871496924126e-5	0.8471737186171768
AM6_0	75031	125030	100030.5	547	3.2300034355078826e-5	0.22654254319106404
AM7_0	75031	125030	100030.5	547	1.5887207511642237e-5	-0.6988583017473625
AM8_4	75031	125030	100030.5	547	9.205984169941551e-6	-2.4087672776496376
AM9_0	75031	125030	100030.5	547	1.7024089949786543e-5	-0.43798846493643834
AM10_0	80031	130030	105030.5	515	8.69587894532352e-6	-0.796576998647452
AM11_0	80031	130030	105030.5	515	2.656724162292928e-5	-0.23878302329538534
AM12_0	80031	130030	105030.5	515	6.800000000000001e-5	-0.8963825456627461
AM1_0	80031	130030	105030.5	515	1.7335911606413443e-5	-0.8745948384142374
AM2_0	80031	130030	105030.5	515	2.7693596092936205e-5	-0.3513784469119474
AM2_4	80031	130030	105030.5	515	1.6312056737588652e-6	NA
AM3_0	80031	130030	105030.5	515	2.421679929266136e-5	-0.2825472819736847
AM4_4	80031	130030	105030.5	515	1.2994986712633772e-5	-0.9371222101219244
AM5_0	80031	130030	105030.5	515	1.5075871496924126e-5	0.8471737186171768
AM6_0	80031	130030	105030.5	515	3.2300034355078826e-5	0.22654254319106404
AM7_0	80031	130030	105030.5	515	1.5887207511642237e-5	-0.6988583017473625
AM8_4	80031	130030	105030.5	515	8.315335975978166e-6	-2.335717122555722
AM9_0	80031	130030	105030.5	515	1.7024089949786543e-5	-0.43798846493643834
AM10_0	85031	135030	110030.5	545	8.69587894532352e-6	-0.796576998647452
AM11_0	85031	135030	110030.5	545	1.89848240405117e-5	-0.6242032927459132
AM12_0	85031	135030	110030.5	545	5.688888888888889e-5	-0.8657200940834934
AM1_0	85031	135030	110030.5	545	1.5387193657695495e-5	-0.6939323078855029
AM2_0	85031	135030	110030.5	545	2.856316131032751e-5	-0.5973554132695985
AM2_4	85031	135030	110030.5	545	1.6312056737588652e-6	NA
AM3_0	85031	135030	110030.5	545	2.049266136162688e-5	-0.17433517219089997
AM4_4	85031	135030	110030.5	545	1.2994986712633772e-5	-0.9371222101219244
AM5_0	85031	135030	110030.5	545	1.729809371914635e-5	0.13181745795185978
AM6_0	85031	135030	110030.5	545	2.27309888264196e-5	-0.8202664457216376
AM7_0	85031	135030	110030.5	545	1.4256001837883372e-5	-0.4578712775518661
AM8_4	85031	135030	110030.5	545	8.304261778857459e-6	-2.3363501140477814
AM9_0	85031	135030	110030.5	545	1.7162978838675434e-5	-0.4203582603467828
AM10_0	90031	140030	115030.5	547	6.647514791696209e-6	-0.796576998647452
AM11_0	90031	140030	115030.5	547	1.89848240405117e-5	-0.6242032927459132
AM12_0	90031	140030	115030.5	547	4.977777777777778e-5	-0.9531178308512188
AM1_0	90031	140030	115030.5	547	1.5387193657695495e-5	-0.6939323078855029
AM2_0	90031	140030	115030.5	547	2.856316131032751e-5	-0.5973554132695985
AM2_4	90031	140030	115030.5	547	0	NA
AM3_0	90031	140030	115030.5	547	2.049266136162688e-5	-0.17433517219089997
AM4_4	90031	140030	115030.5	547	1.2994986712633772e-5	-0.9371222101219244
AM5_0	90031	140030	115030.5	547	1.729809371914635e-5	0.13181745795185978
AM6_0	90031	140030	115030.5	547	1.6967013671140096e-5	-1.1688430333394528
AM7_0	90031	140030	115030.5	547	1.0739936950389912e-5	0.3615605300014877
AM8_4	90031	140030	115030.5	547	9.183183864070014e-6	-2.351637441431466
AM9_0	90031	140030	115030.5	547	1.7162978838675434e-5	-0.4203582603467828
AM10_0	95031	145030	120030.5	535	6.211784944201655e-6	-1.1592804134645578
AM11_0	95031	145030	120030.5	535	1.9416823585023413e-5	-0.9194808370820012
AM12_0	95031	145030	120030.5	535	6.544444444444444e-5	-0.7095232842599654
AM1_0	95031	145030	120030.5	535	1.1684989429175476e-5	-0.3035596289417608
AM2_0	95031	145030	120030.5	535	2.5316784498733305e-5	-0.5520821878250389
AM2_4	95031	145030	120030.5	535	1.775898520084567e-6	NA
AM3_0	95031	145030	120030.5	535	1.849266136162688e-5	-0.17433517219089997
AM4_4	95031	145030	120030.5	535	1.4285714285714284e-6	NA
AM5_0	95031	145030	120030.5	535	2.076129718234981e-5	-0.1515640748533657
AM6_0	95031	145030	120030.5	535	1.6967013671140096e-5	-1.1688430333394528
AM7_0	95031	145030	120030.5	535	1.0739936950389912e-5	0.3615605300014877
AM8_4	95031	145030	120030.5	535	7.044941456564972e-6	-2.3120931143110894
AM9_0	95031	145030	120030.5	535	1.7162978838675434e-5	-0.4203582603467828
AM10_0	100031	150030	125030.5	556	6.211784944201655e-6	-1.1592804134645578
AM11_0	100031	150030	125030.5	556	1.89142795996419e-5	-0.7220787055768173
AM12_0	100031	150030	125030.5	556	7.077777777777777e-5	-0.4024307508304803
AM1_0	100031	150030	125030.5	556	1.3460887949260044e-5	-0.602095269509602
AM2_0	100031	150030	125030.5	556	2.2803685868344485e-5	-0.7642943369212558
AM2_4	100031	150030	125030.5	556	1.775898520084567e-6	NA
AM3_0	100031	150030	125030.5	556	1.5917948717948718e-5	0.15815028128596678
AM4_4	100031	150030	125030.5	556	1.4285714285714284e-6	NA
AM5_0	100031	150030	125030.5	556	2.076129718234981e-5	-0.1515640748533657
AM6_0	100031	150030	125030.5	556	2.0817945348158733e-5	-1.2977707653427266
AM7_0	100031	150030	125030.5	556	1.2788301104017223e-5	0.3615605300014877
AM8_4	100031	150030	125030.5	556	6.619409541671356e-6	-2.265770448010248
AM9_0	100031	150030	125030.5	556	2.016432836634075e-5	-0.9188366466662181
AM10_0	105031	155030	130030.5	585	1.0212203573191712e-5	-1.116559014043733
AM11_0	105031	155030	130030.5	585	2.6774890306631246e-5	-0.47189436533309165
AM12_0	105031	155030	130030.5	585	1.3268253968253967e-4	-0.42696013842489494
AM1_0	105031	155030	130030.5	585	1.799534542726591e-5	-0.16979183056091687
AM2_0	105031	155030	130030.5	585	1.7341381458671652e-5	-0.9449767760977996
AM2_4	105031	155030	130030.5	585	1.775898520084567e-6	NA
AM3_0	105031	155030	130030.5	585	2.6034042929695103e-5	-0.49594277640258755
AM4_4	105031	155030	130030.5	585	1.1109735122119022e-5	NA
AM5_0	105031	155030	130030.5	585	2.2761297182349812e-5	-0.5060804317877186
AM6_0	105031	155030	130030.5	585	3.0637100175543396e-5	-1.0389135162178333
AM7_0	105031	155030	130030.5	585	1.8256507316409482e-5	-0.2098821559268313
AM8_4	105031	155030	130030.5	585	1.677672361263903e-5	-1.711864333184051
AM9_0	105031	155030	130030.5	585	2.1516867330644424e-5	-0.9126544373670592
AM10_0	110031	160030	135030.5	621	1.0212203573191712e-5	-1.116559014043733
AM11_0	110031	160030	135030.5	621	2.634935839173763e-5	-0.1548119059918287
AM12_0	110031	160030	135030.5	621	1.3268253968253967e-4	-0.42696013842489494
AM1_0	110031	160030	135030.5	621	1.799534542726591e-5	-0.16979183056091687
AM2_0	110031	160030	135030.5	621	1.5640898366884212e-5	-0.7711057211586303
AM2_4	110031	160030	135030.5	621	1.775898520084567e-6	NA
AM3_0	110031	160030	135030.5	621	3.269341165802935e-5	-1.0163908600049982
AM4_4	110031	160030	135030.5	621	1.1109735122119022e-5	NA
AM5_0	110031	160030	135030.5	621	2.2761297182349812e-5	-0.5060804317877186
AM6_0	110031	160030	135030.5	621	3.0637100175543396e-5	-1.0389135162178333
AM7_0	110031	160030	135030.5	621	1.6398203019080796e-5	0.14724886272829096
AM8_4	110031	160030	135030.5	621	1.814048148000556e-5	-1.834449290044111
AM9_0	110031	160030	135030.5	621	2.621103518270701e-5	-0.8123759862258115
AM10_0	115031	165030	140030.5	628	1.0212203573191712e-5	-1.116559014043733
AM11_0	115031	165030	140030.5	628	1.6319262632503704e-5	-0.9670679989706349
AM12_0	115031	165030	140030.5	628	1.07015873015873e-4	-0.4163759303490603
AM1_0	115031	165030	140030.5	628	8.995345427265909e-6	-1.110488199452656
AM2_0	115031	165030	140030.5	628	4.985507246376811e-6	-1.3374395470672429
AM2_4	115031	165030	140030.5	628	1.775898520084567e-6	NA
AM3_0	115031	165030	140030.5	628	2.235495011956781e-5	-1.6511250967733675
AM4_4	115031	165030	140030.5	628	1.1109735122119022e-5	NA
AM5_0	115031	165030	140030.5	628	1.652753094858358e-5	-0.6933385479340195
AM6_0	115031	165030	140030.5	628	2.0922814461257677e-5	-1.0389135162178333
AM7_0	115031	165030	140030.5	628	7.51657036601957e-6	-0.6916327796704134
AM8_4	115031	165030	140030.5	628	1.7703875367991235e-5	-1.7636598329312505
AM9_0	115031	165030	140030.5	628	1.9356285696378575e-5	-1.3890451511164223
AM10_0	120031	170030	145030.5	617	7.758475387046815e-6	-1.0744009896775222
AM11_0	120031	170030	145030.5	617	1.555164955513176e-5	-1.3614663592549512
AM12_0	120031	170030	145030.5	617	1.22015873015873e-4	0.0054252404098148735
AM1_0	120031	170030	145030.5	617	8.995345427265909e-6	-1.110488199452656
AM2_0	120031	170030	145030.5	617	4.985507246376811e-6	-1.3374395470672429
AM2_4	120031	170030	145030.5	617	1.775898520084567e-6	NA
AM3_0	120031	170030	145030.5	617	2.5863014635696842e-5	-1.588141728631574
AM4_4	120031	170030	145030.5	617	1.4443068455452355e-5	NA
AM5_0	120031	170030	145030.5	617	7.685425685425686e-6	-1.378799118643995
AM6_0	120031	170030	145030.5	617	2.0357825236259673e-5	-1.094451860588336
AM7_0	120031	170030	145030.5	617	1.1508887150889547e-5	-0.9711366143848614
AM8_4	120031	170030	145030.5	617	1.7703875367991235e-5	-1.7636598329312505
AM9_0	120031	170030	145030.5	617	2.0894747234840115e-5	-1.3890451511164223
AM10_0	125031	175030	150030.5	616	9.562672612296673e-6	-0.9507312968856286
AM11_0	125031	175030	150030.5	616	2.197589197937418e-5	-1.3614663592549512
AM12_0	125031	175030	150030.5	616	1.2701587301587302e-4	-0.09070245006667464
AM1_0	125031	175030	150030.5	616	1.3241499273419754e-5	-1.110488199452656
AM2_0	125031	175030	150030.5	616	1.7391304347826085e-6	-1.4732096066119547
AM2_4	125031	175030	150030.5	616	2.6849894291754762e-6	-1.2651980288637963
AM3_0	125031	175030	150030.5	616	2.652968130236351e-5	-1.4461097362294197
AM4_4	125031	175030	150030.5	616	1.8232542139662882e-5	NA
AM5_0	125031	175030	150030.5	616	7.685425685425686e-6	-1.378799118643995
AM6_0	125031	175030	150030.5	616	2.485824242441153e-5	-0.8281933990787617
AM7_0	125031	175030	150030.5	616	1.3047348689351085e-5	-0.9711366143848614
AM8_4	125031	175030	150030.5	616	2.0643718133920953e-5	-1.595341092578863
AM9_0	125031	175030	150030.5	616	1.9058740104715336e-5	-1.6059756594533519
AM10_0	130031	180030	155030.5	631	9.562672612296673e-6	-0.9507312968856286
AM11_0	130031	180030	155030.5	631	2.197589197937418e-5	-1.3614663592549512
AM12_0	130031	180030	155030.5	631	1.4523809523809525e-4	0.0868681873005485
AM1_0	130031	180030	155030.5	631	1.1465600753335188e-5	NA
AM2_0	130031	180030	155030.5	631	1.7391304347826085e-6	-1.4732096066119547
AM2_4	130031	180030	155030.5	631	2.6849894291754762e-6	-1.2651980288637963
AM3_0	130031	180030	155030.5	631	2.652968130236351e-5	-1.4461097362294197
AM4_4	130031	180030	155030.5	631	2.1199575106695846e-5	-1.4882358961827697
AM5_0	130031	180030	155030.5	631	7.685425685425686e-6	-1.378799118643995
AM6_0	130031	180030	155030.5	631	2.485824242441153e-5	-0.8281933990787617
AM7_0	130031	180030	155030.5	631	1.3047348689351085e-5	-0.9711366143848614
AM8_4	130031	180030	155030.5	631	2.0643718133920953e-5	-1.595341092578863
AM9_0	130031	180030	155030.5	631	1.9058740104715336e-5	-1.6059756594533519
AM10_0	135031	185030	160030.5	622	1.6647809697433754e-5	-0.47151318003453585
AM11_0	135031	185030	160030.5	622	3.473650862138168e-5	-0.6482469673014613
AM12_0	135031	185030	160030.5	622	1.6168253968253967e-4	0.44482870359225585
AM1_0	135031	185030	160030.5	622	1.1465600753335188e-5	NA
AM2_0	135031	185030	160030.5	622	8.695652173913043e-7	NA
