pop1	pop2	msl_type	window_start	window_end	window_mid	n_snps	dxy	fst
AM11_0	AM12_0	MSL0-MSL0	5031	55030	30030.5	501	0.008322314667025843	0.1952072717950341
AM11_0	AM1_0	MSL0-MSL0	5031	55030	30030.5	501	0.0030544170376443627	0.009359779622120576
AM11_0	AM2_0	MSL0-MSL0	5031	55030	30030.5	501	0.0037922443728316234	0.23954200538634435
AM11_0	AM3_0	MSL0-MSL0	5031	55030	30030.5	501	0.003910654397754421	0
AM11_0	AM5_0	MSL0-MSL0	5031	55030	30030.5	501	0.0055647345890864845	0.25312923132263904
AM11_0	AM6_0	MSL0-MSL0	5031	55030	30030.5	501	0.003438934182226656	0
AM11_0	AM7_0	MSL0-MSL0	5031	55030	30030.5	501	0.0034803485168500995	0.03892212073329227
AM11_0	AM9_0	MSL0-MSL0	5031	55030	30030.5	501	0.004330708779733151	0.04106434842776902
AM12_0	AM1_0	MSL0-MSL0	5031	55030	30030.5	501	0.007116844071834347	0.18254242541616839
AM12_0	AM2_0	MSL0-MSL0	5031	55030	30030.5	501	0.005449969625965461	0.17948717948717946
AM12_0	AM3_0	MSL0-MSL0	5031	55030	30030.5	501	0.00823809645665933	0.16662718893452477
AM12_0	AM5_0	MSL0-MSL0	5031	55030	30030.5	501	0.006821206072703079	0.15414563806777215
AM12_0	AM6_0	MSL0-MSL0	5031	55030	30030.5	501	0.008026398592983475	0.19301534202681003
AM12_0	AM7_0	MSL0-MSL0	5031	55030	30030.5	501	0.006795174345730791	0.15510036278921044
AM12_0	AM9_0	MSL0-MSL0	5031	55030	30030.5	501	0.009830119067526606	0.2128406728884845
AM1_0	AM2_0	MSL0-MSL0	5031	55030	30030.5	501	0.0025994468442054088	0.21430883276544818
AM1_0	AM3_0	MSL0-MSL0	5031	55030	30030.5	501	0.0034737585557301624	0.0015428297314989516
AM1_0	AM5_0	MSL0-MSL0	5031	55030	30030.5	501	0.004400775487502289	0.24438976210983454
AM1_0	AM6_0	MSL0-MSL0	5031	55030	30030.5	501	0.0030861895632007053	0.014368042858335367
AM1_0	AM7_0	MSL0-MSL0	5031	55030	30030.5	501	0.0026272557498099413	0
AM1_0	AM9_0	MSL0-MSL0	5031	55030	30030.5	501	0.004340006838477627	0.0878319522133457
AM2_0	AM3_0	MSL0-MSL0	5031	55030	30030.5	501	0.003827786641507027	0.17816258372536747
AM2_0	AM5_0	MSL0-MSL0	5031	55030	30030.5	501	0.0023576693779765894	NA
AM2_0	AM6_0	MSL0-MSL0	5031	55030	30030.5	501	0.003425880958176364	0.2128738725455568
AM2_0	AM7_0	MSL0-MSL0	5031	55030	30030.5	501	0.0021600509997454164	0.1185558774123136
AM2_0	AM9_0	MSL0-MSL0	5031	55030	30030.5	501	0.005300048773332385	0.2815789054062338
AM3_0	AM5_0	MSL0-MSL0	5031	55030	30030.5	501	0.005459865040703364	0.20137646925861832
AM3_0	AM6_0	MSL0-MSL0	5031	55030	30030.5	501	0.003810132151750133	0
AM3_0	AM7_0	MSL0-MSL0	5031	55030	30030.5	501	0.0037550195488417846	0.014436280373482126
AM3_0	AM9_0	MSL0-MSL0	5031	55030	30030.5	501	0.004708293882592344	0.0314672956013463
AM5_0	AM6_0	MSL0-MSL0	5031	55030	30030.5	501	0.0052628526011881	0.24129072009358948
AM5_0	AM7_0	MSL0-MSL0	5031	55030	30030.5	501	0.00397951380079196	0.19756175466979853
AM5_0	AM9_0	MSL0-MSL0	5031	55030	30030.5	501	0.007137020416344122	0.284849805806773
AM6_0	AM7_0	MSL0-MSL0	5031	55030	30030.5	501	0.0033660476396126424	0.028547477650671903
AM6_0	AM9_0	MSL0-MSL0	5031	55030	30030.5	501	0.004342342100598407	0.043799613774827384
AM7_0	AM9_0	MSL0-MSL0	5031	55030	30030.5	501	0.004792022424242168	0.11240762583762078
AM2_4	AM4_4	MSL4-MSL4	5031	55030	30030.5	501	0.004382485445359697	0.1997225768244829
AM2_4	AM8_4	MSL4-MSL4	5031	55030	30030.5	501	0.0026038896758567836	0.15997992849569914
AM4_4	AM8_4	MSL4-MSL4	5031	55030	30030.5	501	0.004430131535191158	0.015527475963694115
AM10_0	AM11_0	MSL0-MSL0	10031	60030	35030.5	508	0.006120669047985	0
AM10_0	AM12_0	MSL0-MSL0	10031	60030	35030.5	508	0.012286791800777705	0.17891739334982676
AM10_0	AM1_0	MSL0-MSL0	10031	60030	35030.5	508	0.005794672062898606	0.007062501715675441
AM10_0	AM2_0	MSL0-MSL0	10031	60030	35030.5	508	0.00735513923560922	0.2695667657959146
AM10_0	AM3_0	MSL0-MSL0	10031	60030	35030.5	508	0.006691704365231692	0
AM10_0	AM5_0	MSL0-MSL0	10031	60030	35030.5	508	0.009166823255437682	0.23127813285677523
AM10_0	AM6_0	MSL0-MSL0	10031	60030	35030.5	508	0.006237938912338252	0.00449437625684661
AM10_0	AM7_0	MSL0-MSL0	10031	60030	35030.5	508	0.006606233877254201	0.03568769116887426
AM10_0	AM9_0	MSL0-MSL0	10031	60030	35030.5	508	0.0071542874201415444	0.02344967867146958
AM11_0	AM12_0	MSL0-MSL0	10031	60030	35030.5	508	0.01183606183900339	0.18512813278480872
AM11_0	AM1_0	MSL0-MSL0	10031	60030	35030.5	508	0.005518272002205571	0.0022318707251465742
AM11_0	AM2_0	MSL0-MSL0	10031	60030	35030.5	508	0.006974712985870901	0.2780138928363859
AM11_0	AM3_0	MSL0-MSL0	10031	60030	35030.5	508	0.006521909992469645	0
AM11_0	AM5_0	MSL0-MSL0	10031	60030	35030.5	508	0.008778920679542819	0.23516261493194515
AM11_0	AM6_0	MSL0-MSL0	10031	60030	35030.5	508	0.0059579691485685	0
AM11_0	AM7_0	MSL0-MSL0	10031	60030	35030.5	508	0.006265933289780912	0.02996769537639924
AM11_0	AM9_0	MSL0-MSL0	10031	60030	35030.5	508	0.0070570739861601384	0.02828434305826379
AM12_0	AM1_0	MSL0-MSL0	10031	60030	35030.5	508	0.010452711001790186	0.17197341363794041
AM12_0	AM2_0	MSL0-MSL0	10031	60030	35030.5	508	0.005768572406710031	0.16666666666666663
AM12_0	AM3_0	MSL0-MSL0	10031	60030	35030.5	508	0.011591486488140032	0.1571949478931815
AM12_0	AM5_0	MSL0-MSL0	10031	60030	35030.5	508	0.007767388451443569	0.14198886623241438
AM12_0	AM6_0	MSL0-MSL0	10031	60030	35030.5	508	0.011052292446633678	0.1823998269702389
AM12_0	AM7_0	MSL0-MSL0	10031	60030	35030.5	508	0.009285509820502236	0.1442982235485838
AM12_0	AM9_0	MSL0-MSL0	10031	60030	35030.5	508	0.012996710554897215	0.20155506451837943
AM1_0	AM2_0	MSL0-MSL0	10031	60030	35030.5	508	0.005603860586352984	0.2633246705176629
AM1_0	AM3_0	MSL0-MSL0	10031	60030	35030.5	508	0.0059142846830131605	0
AM1_0	AM5_0	MSL0-MSL0	10031	60030	35030.5	508	0.007402842497828477	0.21826655572331202
AM1_0	AM6_0	MSL0-MSL0	10031	60030	35030.5	508	0.005499524945550198	0.009869173025649712
AM1_0	AM7_0	MSL0-MSL0	10031	60030	35030.5	508	0.005276429440554218	0.007277692661676591
AM1_0	AM9_0	MSL0-MSL0	10031	60030	35030.5	508	0.007189910535414461	0.06601852518760135
AM2_0	AM3_0	MSL0-MSL0	10031	60030	35030.5	508	0.006848247871228015	0.2133623082919967
AM2_0	AM5_0	MSL0-MSL0	10031	60030	35030.5	508	0.0029716563962113433	0.18739882883080194
AM2_0	AM6_0	MSL0-MSL0	10031	60030	35030.5	508	0.006121466983959734	0.24530649872757726
AM2_0	AM7_0	MSL0-MSL0	10031	60030	35030.5	508	0.004320555497000912	0.16265031698093987
AM2_0	AM9_0	MSL0-MSL0	10031	60030	35030.5	508	0.008135361701764727	0.2742815323153214
AM3_0	AM5_0	MSL0-MSL0	10031	60030	35030.5	508	0.008518348995711201	0.18051450034852665
AM3_0	AM6_0	MSL0-MSL0	10031	60030	35030.5	508	0.0063220044987426114	0
AM3_0	AM7_0	MSL0-MSL0	10031	60030	35030.5	508	0.006501011260790981	0.0037125991691091503
AM3_0	AM9_0	MSL0-MSL0	10031	60030	35030.5	508	0.007482587853708743	0.016724384064987982
AM5_0	AM6_0	MSL0-MSL0	10031	60030	35030.5	508	0.008020861751419346	0.21217298553962402
AM5_0	AM7_0	MSL0-MSL0	10031	60030	35030.5	508	0.006334203158177133	0.15506799414324268
AM5_0	AM9_0	MSL0-MSL0	10031	60030	35030.5	508	0.01014520233349842	0.2458112321665179
AM6_0	AM7_0	MSL0-MSL0	10031	60030	35030.5	508	0.005840284285822683	0.011289869134964896
AM6_0	AM9_0	MSL0-MSL0	10031	60030	35030.5	508	0.007018985656979419	0.033078566286074376
AM7_0	AM9_0	MSL0-MSL0	10031	60030	35030.5	508	0.007649563652140507	0.07482861130056251
AM2_4	AM4_4	MSL4-MSL4	10031	60030	35030.5	508	0.006743150222480931	0.18924197083540942
AM2_4	AM8_4	MSL4-MSL4	10031	60030	35030.5	508	0.005405797286992139	0.2266989130270932
AM4_4	AM8_4	MSL4-MSL4	10031	60030	35030.5	508	0.0070139415997169845	0.009194325889463584
AM10_0	AM11_0	MSL0-MSL0	15031	65030	40030.5	480	0.004206676305723302	0
AM10_0	AM12_0	MSL0-MSL0	15031	65030	40030.5	480	0.009988581294802998	0.1558145633087085
AM10_0	AM1_0	MSL0-MSL0	15031	65030	40030.5	480	0.0040736329593316165	0
AM10_0	AM2_0	MSL0-MSL0	15031	65030	40030.5	480	0.005105511466080996	0.26231243389370623
AM10_0	AM3_0	MSL0-MSL0	15031	65030	40030.5	480	0.004825732310437437	0
AM10_0	AM5_0	MSL0-MSL0	15031	65030	40030.5	480	0.007093915616619175	0.21275886405786446
AM10_0	AM6_0	MSL0-MSL0	15031	65030	40030.5	480	0.004319813561831813	0.008872715706868359
AM10_0	AM7_0	MSL0-MSL0	15031	65030	40030.5	480	0.004690843814735061	0.024340192736602564
AM10_0	AM9_0	MSL0-MSL0	15031	65030	40030.5	480	0.005381000359021567	0.0474082998386878
AM11_0	AM12_0	MSL0-MSL0	15031	65030	40030.5	480	0.00954310653151379	0.15273465398502853
AM11_0	AM1_0	MSL0-MSL0	15031	65030	40030.5	480	0.003906092043990365	0
AM11_0	AM2_0	MSL0-MSL0	15031	65030	40030.5	480	0.004689798607553692	0.2702429920169779
AM11_0	AM3_0	MSL0-MSL0	15031	65030	40030.5	480	0.004635211528195984	0
AM11_0	AM5_0	MSL0-MSL0	15031	65030	40030.5	480	0.006656207173826388	0.21436078506690998
AM11_0	AM6_0	MSL0-MSL0	15031	65030	40030.5	480	0.0040543484453810855	8.04596519693033e-4
AM11_0	AM7_0	MSL0-MSL0	15031	65030	40030.5	480	0.0043748612596072175	0.015230450400534739
AM11_0	AM9_0	MSL0-MSL0	15031	65030	40030.5	480	0.005185558782322019	0.04733460191897975
AM12_0	AM1_0	MSL0-MSL0	15031	65030	40030.5	480	0.009167947880184133	0.15
AM12_0	AM2_0	MSL0-MSL0	15031	65030	40030.5	480	0.005533596837944664	0.15683394532843736
AM12_0	AM3_0	MSL0-MSL0	15031	65030	40030.5	480	0.009630904396529397	0.13930348258706468
AM12_0	AM5_0	MSL0-MSL0	15031	65030	40030.5	480	0.007705965909090909	0.13405171685145914
AM12_0	AM6_0	MSL0-MSL0	15031	65030	40030.5	480	0.008994598222061436	0.15713039851363136
AM12_0	AM7_0	MSL0-MSL0	15031	65030	40030.5	480	0.00828788470002799	0.1426761540012287
AM12_0	AM9_0	MSL0-MSL0	15031	65030	40030.5	480	0.010088204789491554	0.16
AM1_0	AM2_0	MSL0-MSL0	15031	65030	40030.5	480	0.00434440186098594	0.24614089205384324
AM1_0	AM3_0	MSL0-MSL0	15031	65030	40030.5	480	0.00442001686447019	0
AM1_0	AM5_0	MSL0-MSL0	15031	65030	40030.5	480	0.006305279807767419	0.19742501828964454
AM1_0	AM6_0	MSL0-MSL0	15031	65030	40030.5	480	0.003908733462286743	6.886137016257852e-4
AM1_0	AM7_0	MSL0-MSL0	15031	65030	40030.5	480	0.004174333391317718	0.007353646807807236
AM1_0	AM9_0	MSL0-MSL0	15031	65030	40030.5	480	0.005289352768880756	0.06347531108115094
AM2_0	AM3_0	MSL0-MSL0	15031	65030	40030.5	480	0.004956167901140727	0.20474263534451242
AM2_0	AM5_0	MSL0-MSL0	15031	65030	40030.5	480	0.0033090071914800177	0.18845563239176505
AM2_0	AM6_0	MSL0-MSL0	15031	65030	40030.5	480	0.0041115283933394345	0.2282692758969329
AM2_0	AM7_0	MSL0-MSL0	15031	65030	40030.5	480	0.0034925341695516013	0.15859084489218367
AM2_0	AM9_0	MSL0-MSL0	15031	65030	40030.5	480	0.005205134960769552	0.2336638285057208
AM3_0	AM5_0	MSL0-MSL0	15031	65030	40030.5	480	0.006780647015022015	0.16545497005966248
AM3_0	AM6_0	MSL0-MSL0	15031	65030	40030.5	480	0.0044730816956824815	0
AM3_0	AM7_0	MSL0-MSL0	15031	65030	40030.5	480	0.004804120021652244	0
AM3_0	AM9_0	MSL0-MSL0	15031	65030	40030.5	480	0.005517382943853532	0.027127921956159033
AM5_0	AM6_0	MSL0-MSL0	15031	65030	40030.5	480	0.006178676612704106	0.190431299568322
AM5_0	AM7_0	MSL0-MSL0	15031	65030	40030.5	480	0.0056806000347663504	0.15315264154458805
AM5_0	AM9_0	MSL0-MSL0	15031	65030	40030.5	480	0.007389171719824293	0.2061496409817854
AM6_0	AM7_0	MSL0-MSL0	15031	65030	40030.5	480	0.0040548027582894995	0
AM6_0	AM9_0	MSL0-MSL0	15031	65030	40030.5	480	0.00509744866188709	0.047549275285871766
AM7_0	AM9_0	MSL0-MSL0	15031	65030	40030.5	480	0.005372653164331574	0.053608743193923024
AM2_4	AM4_4	MSL4-MSL4	15031	65030	40030.5	480	0.004307975011100011	0.15229310478191768
AM2_4	AM8_4	MSL4-MSL4	15031	65030	40030.5	480	0.004035794333790769	0.23577261591264023
AM4_4	AM8_4	MSL4-MSL4	15031	65030	40030.5	480	0.004857880925694434	0.003912424752196154
AM10_0	AM11_0	MSL0-MSL0	20031	70030	45030.5	480	0.004210516551499032	0
AM10_0	AM12_0	MSL0-MSL0	20031	70030	45030.5	480	0.010386766778673966	0.14022146471862704
AM10_0	AM1_0	MSL0-MSL0	20031	70030	45030.5	480	0.004107235109869251	0
AM10_0	AM2_0	MSL0-MSL0	20031	70030	45030.5	480	0.00513911361661863	0.26059730117839003
AM10_0	AM3_0	MSL0-MSL0	20031	70030	45030.5	480	0.004820271960975071	0
AM10_0	AM5_0	MSL0-MSL0	20031	70030	45030.5	480	0.006101633928772971	0.19505782947831404
AM10_0	AM6_0	MSL0-MSL0	20031	70030	45030.5	480	0.004412939521893257	0.008878340126715721
AM10_0	AM7_0	MSL0-MSL0	20031	70030	45030.5	480	0.004669621403869187	0.024423301677179036
AM10_0	AM9_0	MSL0-MSL0	20031	70030	45030.5	480	0.005414602509559202	0.047196568394131784
AM11_0	AM12_0	MSL0-MSL0	20031	70030	45030.5	480	0.009877927960085218	0.13756966505804138
AM11_0	AM1_0	MSL0-MSL0	20031	70030	45030.5	480	0.0038763301392284602	0
AM11_0	AM2_0	MSL0-MSL0	20031	70030	45030.5	480	0.004660036702791787	0.2719689325414727
AM11_0	AM3_0	MSL0-MSL0	20031	70030	45030.5	480	0.00457233950438646	0
AM11_0	AM5_0	MSL0-MSL0	20031	70030	45030.5	480	0.005649262729381944	0.20104898827720083
AM11_0	AM6_0	MSL0-MSL0	20031	70030	45030.5	480	0.00408411035014299	9.441523879110833e-4
AM11_0	AM7_0	MSL0-MSL0	20031	70030	45030.5	480	0.004290274793441804	0.015454688288633568
AM11_0	AM9_0	MSL0-MSL0	20031	70030	45030.5	480	0.005155796877560114	0.047533050889479414
AM12_0	AM1_0	MSL0-MSL0	20031	70030	45030.5	480	0.009532531213517466	0.13453815261044175
AM12_0	AM2_0	MSL0-MSL0	20031	70030	45030.5	480	0.005898180171277997	0.14206973796681108
AM12_0	AM3_0	MSL0-MSL0	20031	70030	45030.5	480	0.010164758563196064	0.14177826440944438
AM12_0	AM5_0	MSL0-MSL0	20031	70030	45030.5	480	0.007322443181818182	0.1496817357200533
AM12_0	AM6_0	MSL0-MSL0	20031	70030	45030.5	480	0.00941870536491858	0.1405709309430336
AM12_0	AM7_0	MSL0-MSL0	20031	70030	45030.5	480	0.008685362770203429	0.13606268391909995
AM12_0	AM9_0	MSL0-MSL0	20031	70030	45030.5	480	0.010452788122824888	0.14492753623188406
AM1_0	AM2_0	MSL0-MSL0	20031	70030	45030.5	480	0.00434440186098594	0.24614089205384324
AM1_0	AM3_0	MSL0-MSL0	20031	70030	45030.5	480	0.0043809543644701895	0
AM1_0	AM5_0	MSL0-MSL0	20031	70030	45030.5	480	0.005279395969383581	0.17572354138173266
AM1_0	AM6_0	MSL0-MSL0	20031	70030	45030.5	480	0.003968257271810552	8.280809789332476e-4
AM1_0	AM7_0	MSL0-MSL0	20031	70030	45030.5	480	0.004119508829914209	0.0074258944616586425
AM1_0	AM9_0	MSL0-MSL0	20031	70030	45030.5	480	0.005289352768880756	0.06347531108115094
AM2_0	AM3_0	MSL0-MSL0	20031	70030	45030.5	480	0.004917105401140727	0.2089318003032256
AM2_0	AM5_0	MSL0-MSL0	20031	70030	45030.5	480	0.002283123353096179	0.13092841338535754
AM2_0	AM6_0	MSL0-MSL0	20031	70030	45030.5	480	0.004171052202863244	0.22521853656939592
AM2_0	AM7_0	MSL0-MSL0	20031	70030	45030.5	480	0.0034377096081480924	0.16112005023670076
AM2_0	AM9_0	MSL0-MSL0	20031	70030	45030.5	480	0.005205134960769552	0.2336638285057208
AM3_0	AM5_0	MSL0-MSL0	20031	70030	45030.5	480	0.0059295579998705	0.15798063720102587
AM3_0	AM6_0	MSL0-MSL0	20031	70030	45030.5	480	0.004493543005206291	0
AM3_0	AM7_0	MSL0-MSL0	20031	70030	45030.5	480	0.004723939100599612	0.002985059900816888
AM3_0	AM9_0	MSL0-MSL0	20031	70030	45030.5	480	0.005478320443853532	0.028955408246683117
AM5_0	AM6_0	MSL0-MSL0	20031	70030	45030.5	480	0.005212316583844078	0.16503457332395283
AM5_0	AM7_0	MSL0-MSL0	20031	70030	45030.5	480	0.004618166488780173	0.12184977220963135
AM5_0	AM9_0	MSL0-MSL0	20031	70030	45030.5	480	0.006363287881440455	0.1890010044851723
AM6_0	AM7_0	MSL0-MSL0	20031	70030	45030.5	480	0.004059502006409801	0
AM6_0	AM9_0	MSL0-MSL0	20031	70030	45030.5	480	0.0051569724714109	0.0472652575395414
AM7_0	AM9_0	MSL0-MSL0	20031	70030	45030.5	480	0.005317828602928065	0.054053389165780855
AM2_4	AM4_4	MSL4-MSL4	20031	70030	45030.5	480	0.0070212050680800685	0.7936096927000811
AM2_4	AM8_4	MSL4-MSL4	20031	70030	45030.5	480	0.003983711000457435	0.23862960286095405
AM4_4	AM8_4	MSL4-MSL4	20031	70030	45030.5	480	0.007519027649341157	0.5370381240496118
AM10_0	AM11_0	MSL0-MSL0	25031	75030	50030.5	513	0.0034568474844724173	0
AM10_0	AM12_0	MSL0-MSL0	25031	75030	50030.5	513	0.010018229546719703	0.13801451216847713
AM10_0	AM1_0	MSL0-MSL0	25031	75030	50030.5	513	0.003337648330366435	0
AM10_0	AM2_0	MSL0-MSL0	25031	75030	50030.5	513	0.004230951734270265	0.25753648855996064
AM10_0	AM3_0	MSL0-MSL0	25031	75030	50030.5	513	0.003884489058376309	0
AM10_0	AM5_0	MSL0-MSL0	25031	75030	50030.5	513	0.005270792516458677	0.18104657481754358
AM10_0	AM6_0	MSL0-MSL0	25031	75030	50030.5	513	0.00362368754629533	0.009144898025693717
AM10_0	AM7_0	MSL0-MSL0	25031	75030	50030.5	513	0.0038129874964682696	0.02577405810406909
AM10_0	AM9_0	MSL0-MSL0	25031	75030	50030.5	513	0.0044703052500784605	0.052808277344425725
AM11_0	AM12_0	MSL0-MSL0	25031	75030	50030.5	513	0.00960800276967038	0.13552003204306823
AM11_0	AM1_0	MSL0-MSL0	25031	75030	50030.5	513	0.0031347728398239	0
AM11_0	AM2_0	MSL0-MSL0	25031	75030	50030.5	513	0.003848572353489391	0.2744691121206101
AM11_0	AM3_0	MSL0-MSL0	25031	75030	50030.5	513	0.0036744653798894316	0
AM11_0	AM5_0	MSL0-MSL0	25031	75030	50030.5	513	0.004913400938658683	0.19053391356243668
AM11_0	AM6_0	MSL0-MSL0	25031	75030	50030.5	513	0.003329187072258548	0.001574758681048353
AM11_0	AM7_0	MSL0-MSL0	25031	75030	50030.5	513	0.003477419687775922	0.017606355399618696
AM11_0	AM9_0	MSL0-MSL0	25031	75030	50030.5	513	0.004242787871338268	0.05462365452359695
AM12_0	AM1_0	MSL0-MSL0	25031	75030	50030.5	513	0.009406656885942269	0.13271604938271603
AM12_0	AM2_0	MSL0-MSL0	25031	75030	50030.5	513	0.006395958054996957	0.13967994922707283
AM12_0	AM3_0	MSL0-MSL0	25031	75030	50030.5	513	0.009954896468054362	0.1394135682515006
AM12_0	AM5_0	MSL0-MSL0	25031	75030	50030.5	513	0.007867838788891421	0.1470362057390814
AM12_0	AM6_0	MSL0-MSL0	25031	75030	50030.5	513	0.009300153167955006	0.13828210321451948
AM12_0	AM7_0	MSL0-MSL0	25031	75030	50030.5	513	0.008617474485433858	0.13529490135568834
AM12_0	AM9_0	MSL0-MSL0	25031	75030	50030.5	513	0.010189940173600304	0.14222222222222222
AM1_0	AM2_0	MSL0-MSL0	25031	75030	50030.5	513	0.0036750738660297298	0.253962097670529
AM1_0	AM3_0	MSL0-MSL0	25031	75030	50030.5	513	0.003536002350987918	0
AM1_0	AM5_0	MSL0-MSL0	25031	75030	50030.5	513	0.00468915913593117	0.17110251454573416
AM1_0	AM6_0	MSL0-MSL0	25031	75030	50030.5	513	0.0032451530028636743	0.004214971525362733
